"_time",ENTRY
"2022-01-30T07:32:00.000-0800","(ref 0722) TPA made all affected trains."
"2022-01-30T07:31:00.000-0800","(ref 0729) T201 ATO, passenger cleared the door open. (94) second delay."
"2022-01-30T07:29:00.000-0800","(ref 0722) Prohibits removed at M55XL. T507 (308) and T307 (377) seconds late."
"2022-01-30T07:29:00.000-0800","T201 Door open S40-2, Tango advised."
"2022-01-30T07:29:00.000-0800","(ref 0715) T203 ATO, (396) seconds late."
"2022-01-30T07:25:00.000-0800","Y/O's at W40/Y10 making their own turns, trains expected to be delays 3-6 minutes."
"2022-01-30T07:22:00.000-0800","M55 A/D/B prohibits on, graveyard Train Control reported that dayshft will remove the prohibits. Dayshift is late top remove prohibit, unable to use alternate routing due to prohibits."
"2022-01-30T07:16:00.000-0800","GEALOC's reset."
"2022-01-30T07:15:00.000-0800","BPD opening S40, T203 holding at S40."
"2022-01-30T07:10:00.000-0800","PL 4's on the R and K-line due to power issues, delays expected."
"2022-01-30T06:51:00.000-0800","CORE Blanket released back to Central, work area."
"2022-01-30T06:38:00.000-0800","S5068 IC issued Cat B work orders C2 track btw MP 8.8 - 11.0. Power off, single tracking, RRN, prohibits on adn established, speed restriction on."
"2022-01-30T06:21:00.000-0800","A and S-line blankets released back to Central."
"2022-01-30T06:00:00.000-0800","E-Line Docs, General Track bulletin, ECC daily log and ECC Daily Ops report."
"2022-01-30T05:46:00.000-0800","R-Line Blanket released back to Central."
"2022-01-30T05:45:00.000-0800","M-Line Blanket, L-Line Blanket and C-Line Blanket all cancelled and released back to Central."
"2022-01-30T04:02:00.000-0800","Speed restriction established on the C1/C2 Tracks from C20 to the C30 interface, work area protection for C-Line Single Tracking."
"2022-01-30T03:00:00.000-0800","Ventilation Report."
"2022-01-30T02:52:00.000-0800","S-Line Blanket established. W-Line Blanket established."
"2022-01-30T02:26:00.000-0800","A-Line Blanket established."
"2022-01-30T02:14:00.000-0800","C-Line Blanket established."
"2022-01-30T02:13:00.000-0800","EOR."
"2022-01-30T02:08:00.000-0800","M-Line Blanket established."
"2022-01-30T01:55:00.000-0800","R-Line Blanket established."
"2022-01-30T01:52:00.000-0800","(ref 0035) T205 released ATO, now (16) minutes late."
"2022-01-30T01:39:00.000-0800","Core Line blanket established."
"2022-01-30T01:38:00.000-0800","T503 reports a subject refuses to offboard the train at M90-1. BPD advised."
"2022-01-30T01:32:00.000-0800","M3 confirms R50 is secured, closed after the final train departed."
"2022-01-30T01:28:00.000-0800","(ref 0050) T203 released ATO, compounded delay, now (15) minutes late. Train was held while DMZ8 was setting on, and had to verify the location of the track units and speed restriction for the crew's work area."
"2022-01-30T01:18:00.000-0800","T505 A50-2, no ATO doors, 311. Lead unit is C361."
"2022-01-30T01:17:00.000-0800","T203 confirms speed restriction for the A1 Track for DMZ8's work area. T203 is now (11.5) minutes late."
"2022-01-30T01:08:00.000-0800","T203 confirms 6 track units set on the A2 Track at MW18."
"2022-01-30T01:06:00.000-0800","DMZ1 & consist issued Cat B work orders for the M1 Track M70 to M60."
"2022-01-30T01:05:00.000-0800","Grand Meet complete, final trains released at K30."
"2022-01-30T01:05:00.000-0800","(ref 0050) T203 road manual track inspection to confirm 6 track units set on the A2 Track at MW18."
"2022-01-30T01:04:00.000-0800","(ref 0050) DMZ8 & consist clear of work orders for MW18, awaiting verification."
"2022-01-30T01:02:00.000-0800","(ref 0050) DMZ8 & consist report set on the A2 Track at MW18."
"2022-01-30T01:01:00.000-0800","(ref 0029) T307 reports 3 units set on the M1 Track at MW02. (4) minutes late."
"2022-01-30T00:58:00.000-0800","(ref 0050) TPA on T203 holding at A60."
"2022-01-30T00:55:00.000-0800","W40 TM Zone is unstaffed."
"2022-01-30T00:50:00.000-0800","C80 TM Zone is unstaffed. Relief in route."
"2022-01-30T00:50:00.000-0800","DMZ18 & consist issued cat B work for MW18 to set on. Trains holding out."
"2022-01-30T00:39:00.000-0800","DMZ1 and consist clear of Cat B Work orders, established on the M2 track at MW02."
"2022-01-30T00:38:00.000-0800","T501 released ATO, compounded delay, now (12.5) minutes late."
"2022-01-30T00:35:00.000-0800","T305 BPD hold at M40-1 for train sweep."
"2022-01-30T00:35:00.000-0800","T205 BPD hold at A90-1 for a BPD QOL sweep."
"2022-01-30T00:34:00.000-0800","T203 BPD hold at A90-1 for sweeps. (26)"
"2022-01-30T00:33:00.000-0800","(ref 0017) T509 2nd train track inspection for M17X1A, confirms area is clear for ATO, back in ATO."
"2022-01-30T00:30:00.000-0800","(ref 0018) T501 BPD hold at A20-2 for a welfare check."
"2022-01-30T00:29:00.000-0800","DMZ1 & consist issued cat work orders at MW02 for set on/early out."
"2022-01-30T00:24:00.000-0800","(ref 0018) T501 is back in ATO, (6.5) minutes late."
"2022-01-30T00:24:00.000-0800","T503 no ATO doors at L30-1, 311. Lead unit is C338."
"2022-01-30T00:22:00.000-0800","(ref 0018) T501 reports subject reported for a medical is responsive, may be under the influence. T501 heading back the cab. BPD updated."
"2022-01-30T00:19:00.000-0800","T319 road manual track inspection on the M2 Track from  M20-M16 to track inspect at FO in M17X1A. T319 reports VATC faults in C3041, unable to go in road manual, completing the track inspection in yard."
"2022-01-30T00:18:00.000-0800","T501 holding at A40-2 for a possible medical, report of a unresponsive passenger in C1669, trailing b."
"2022-01-30T00:17:00.000-0800","FO at M17X1A. X FW advised. All trains will be road manual departing M20-2. RFM filed."
"2022-01-29T23:55:00.000-0800","(ref 2344) T205 released ATO, now (4) minutes late."
"2022-01-29T23:52:00.000-0800","(ref 2307) T211 operator was offered peer support by the S50 TM FW upon arrival, declined and said they were OK."
"2022-01-29T23:51:00.000-0800","(ref 2307) T501 L30-2, no ATO doors, 311. Lead unit is C379."
"2022-01-29T23:44:00.000-0800","T205 BPD hold at R50-1 for a welfare check."
"2022-01-29T23:23:00.000-0800","A50 is staffed again, SA will close the station tonight."
"2022-01-29T23:17:00.000-0800","(ref 2307) T211 released ATO, now (9.5) minutes late."
"2022-01-29T23:10:00.000-0800","(ref 2307) T211 BPD hold at A60 for a welfare check. BPD in route to respond. SA heading upstairs to investigate. (25)"
"2022-01-29T23:07:00.000-0800","T211 reports a subject fell into the trackway ahead of the train. T211 stopped short, did not contact the subject. Subject is out of the trackway at this time. T211 will reposition in road manual. Subject appears to be intoxicated, but managed to climb out of the trackway. (24)"
"2022-01-29T23:03:00.000-0800","T509 L30-2, no ATO doors, 311."
"2022-01-29T23:00:00.000-0800","W40 is unstaffed. BPD advised."
"2022-01-29T22:48:00.000-0800","T315 released ATO, now (5.5) minutes late."
"2022-01-29T22:45:00.000-0800","A10 is staffed again, SA will close the station tonight."
"2022-01-29T22:42:00.000-0800","T315 BPD hold at M90 for a welfare check, possible medical."
"2022-01-29T22:40:00.000-0800","(ref 2201) T303 checked by a mainline tech regarding the earlier report of the patron falling out of their wheelchair in C4018. Nothing unusual observed, normal acceleration and braking reported in C4018."
"2022-01-29T22:38:00.000-0800","K20 platform elevator is OOS."
"2022-01-29T22:25:00.000-0800","(ref 2216) T327 released ATO, now (2) minutes late."
"2022-01-29T22:16:00.000-0800","SA at M90 reports BPD is at the station with the injured passenger."
"2022-01-29T22:16:00.000-0800","T327 BPD hold at C40-1 for a smoker."
"2022-01-29T22:08:00.000-0800","T303 is back in the cab, released ATO. Medical is rolling, SA will remain with the passenger on the platform till medical is on site. ATO, now (7) minutes late. TPA made."
"2022-01-29T22:05:00.000-0800","(ref 2201) SA at M90 responding. The passenger is off the train and with the SA.  T303 has a clear board, car is level. SA reports patron is requesting medical for a possible broken elbow."
"2022-01-29T22:03:00.000-0800","(ref 2158) T205 track inspection completed, area is clear for ATO."
"2022-01-29T22:01:00.000-0800","T303 reports a person fell out of a wheelchair and reportedly broke their ribs in C4018. SA advised and responding. Operator is heading back."
"2022-01-29T21:58:00.000-0800","RIDS Drill initiated for S20 HLE. T205 will track inspect the area."
"2022-01-29T21:45:00.000-0800","T207 (5) minutes late arriving K20-2, train is not running to a true schedule."
"2022-01-29T21:40:00.000-0800","(ref 2136) T501 released ATO (203) seconds late."
"2022-01-29T21:36:00.000-0800","T501 A10-2 BPD hold for disturbance. (23)"
"2022-01-29T20:14:00.000-0800","OCC/BOCC sprayed."
"2022-01-29T19:09:00.000-0800","(ref 1905) T313 released ATO (282) seconds late."
"2022-01-29T19:05:00.000-0800","T313 BPD hold M16-2 for welfare check. (22)"
"2022-01-29T18:51:00.000-0800","(ref 1849) Per BPD K10-2 clear, ATO."
"2022-01-29T18:49:00.000-0800","Per BPD all trains running thru K10-2 for someone threatening to kill people. (21)"
"2022-01-29T18:48:00.000-0800","(ref 1839) T325 released ATO (605) seconds late."
"2022-01-29T18:39:00.000-0800","T507 1934 hole L30-M90 due to staffing."
"2022-01-29T18:39:00.000-0800","T325 BPD hold C60-1 for welfare check. (20)"
"2022-01-29T18:38:00.000-0800","(ref 1833) T323 released ATO (186) seconds late."
"2022-01-29T18:33:00.000-0800","T323 BPD hold C70-1 for smoker. (19)"
"2022-01-29T18:00:00.000-0800","(ref 1750) T211 released (110) seconds late."
"2022-01-29T17:52:00.000-0800","T511 2034 dispatch L30-M90 is a hole."
"2022-01-29T17:50:00.000-0800","T211 A10-2 BPD hold for disturbance. (18)"
"2022-01-29T17:33:00.000-0800","(ref 1723) No one seen R60 after numerous trains road manual. ATO."
"2022-01-29T17:23:00.000-0800","Per BPD road manual into R60 for someone close to the yellow strip. (17)"
"2022-01-29T17:19:00.000-0800","(ref 1713) Per BPD A20 ATO. T505 (361) seconds late. T103 (335) seconds late."
"2022-01-29T17:13:00.000-0800","Per BPD holding out of A20 for auto break ins. (16)"
"2022-01-29T16:45:00.000-0800","T109 is a hole S50-M90. OCC was not informed by anyone the train was a hole. The train called swept ready for the yard when OCC was informed."
"2022-01-29T16:35:00.000-0800","(ref 0955) T503 reports good for ATO L2 MP 17.9 after Grounds20 repair."
"2022-01-29T16:27:00.000-0800","(ref 1540) T16 cleared Cat B WO W39XL."
"2022-01-29T16:22:00.000-0800","(ref 1617) T509 released ATO (331) seconds late."
"2022-01-29T16:17:00.000-0800","T509 BPD hold M30-1 for disturbance. (15)"
"2022-01-29T16:10:00.000-0800","(ref 1407) L Line service restored per BPD. Track inspection for L2 17.9."
"2022-01-29T15:45:00.000-0800","(ref 1407) M6 on scene L10."
"2022-01-29T15:40:00.000-0800","T16 Cat B WO W39XL for inspection."
"2022-01-29T15:38:00.000-0800","(ref 1407) Bomb Squad extracting device, estimate 90 minutes."
"2022-01-29T15:19:00.000-0800","(ref 1407) Bomb squad on scene."
"2022-01-29T15:00:00.000-0800","(ref 1407) Bus 1706&1708 for bus Bridge."
"2022-01-29T14:59:00.000-0800","(ref 0955) Grounds 20 has completed repair of L2 17.9. Will track inspect following track/freeway closure."
"2022-01-29T14:46:00.000-0800","CHP has shutdown 580 between L20-L10 due to suspicious vehicle and bomb threat. Train Shuttle set up L20-L30. Bus Bridge L10-L20."
"2022-01-29T14:45:00.000-0800","(ref 1407) Per BPD CHP dispatching bomb squad for threat."
"2022-01-29T14:30:00.000-0800","(ref 1407) T505 released from hold but unable to dispatch due to freeway closure."
"2022-01-29T14:20:00.000-0800","(ref 1407) Reports are a suspicious vehicle on the freeway against BART fence (bomb threat) and the suspect is wanted."
"2022-01-29T14:07:00.000-0800","T505 BPD hold L30-2 T905 holding L20-1 for a suspicious vehicle on the freeway adjacent to L30. (14)"
"2022-01-29T12:50:00.000-0800","(ref 0955) Wheels Bus Bridge cancelled."
"2022-01-29T12:49:00.000-0800","(ref 1236) C40 released to normal station stops and ATO traffic."
"2022-01-29T12:44:00.000-0800","(ref 0955) Track1[Avalos] on scene with Grounds43 for repairs."
"2022-01-29T12:40:00.000-0800","(ref 0955) Delay update TPA for service restoration L Line."
"2022-01-29T12:38:00.000-0800","(ref 1236) T305 approaching C40-1 running through per BPD for theft suspect."
"2022-01-29T12:36:00.000-0800","BPD requested all trains to run through for theft suspects in the station and on the platform. (13)"
"2022-01-29T12:33:00.000-0800","Y10 Gealoc A switched to Y10 Gealoc B."
"2022-01-29T12:30:00.000-0800","(ref 0955) Speed Restrictions verified L1 Track between L15XL & L16XL on the L1 Track."
"2022-01-29T12:18:00.000-0800","T317 M40-1 BPD hold M40-1 for a lost item. (12)"
"2022-01-29T12:12:00.000-0800","(ref 0955) T957 departed L30-1 for track inspection on the L1 Track between L20-L10."
"2022-01-29T12:06:00.000-0800","T317 M10-1 BPD hold M10-1 for open containers on board. (11)"
"2022-01-29T12:06:00.000-0800","T323 C80-2 BPD hold C80-2 for someone smoking marijuana. (10)"
"2022-01-29T12:05:00.000-0800","(ref 0955) Delay TPA L Line."
"2022-01-29T11:58:00.000-0800","M50 unstaffed, TVP's established per procedure."
"2022-01-29T11:53:00.000-0800","T311 departed W20-1 with M/L Tech on board troubleshooting for a propulsion."
"2022-01-29T11:37:00.000-0800","(ref 0955) TPA made for L Line delays."
"2022-01-29T11:30:00.000-0800","(ref 1125) T103 released, S/A A40 confirmed checked last 3 cars and no one in need of assistance. (240) second delay now (339) seconds late."
"2022-01-29T11:25:00.000-0800","T103 approaching A40-1 report of possible medical in the trail B c1670, S/A advised and in route to the platform."
"2022-01-29T11:16:00.000-0800","(ref 0955) Romeo2[Dangerfield] checked in L20."
"2022-01-29T11:16:00.000-0800","(ref 0955) Track48[Archie] on scene."
"2022-01-29T11:04:00.000-0800","(ref 0955) Power10[St Denis] on scene."
"2022-01-29T11:03:00.000-0800","(ref 0955) Grounds43 on scene."
"2022-01-29T10:57:00.000-0800","(ref 0955) T507 hole M90-L30 roundtrip UFN due to L Line Intrusion."
"2022-01-29T10:33:00.000-0800","(ref 0955) BPD S35[Davis] on scene with CHP and ALCO Fire and is now IC of the L Line intrusion and Liaison with ALCO Fire."
"2022-01-29T10:18:00.000-0800","(ref 0955) Wheels Bus Bridge established Bus#1706."
"2022-01-29T10:12:00.000-0800","(ref 0955) EastBay99[Colvin] in route to L10."
"2022-01-29T10:11:00.000-0800","(ref 0955) TPA 500 service truncated at L10 due to intrusion on L Line."
"2022-01-29T10:10:00.000-0800","(ref 0955) BPD on scene Highway 580 Westbound L2 Track MP 17.9."
"2022-01-29T10:07:00.000-0800","(ref 0955) TC Crews in route to the L Line."
"2022-01-29T10:07:00.000-0800","(ref 0955) Track1[Avalos] in route to L line Intrusion."
"2022-01-29T09:55:00.000-0800","BPD [BPD report #2201-1186] advised OCC of a CHP report Vehicle accident on 580 West Bound exact location unknown, Vehicle is sitting on top of the tracks(unknown track). ALCO Fire requested to stop train service. T507 L20-2 turning back to L30. CHP & ALCO Fire on scene BPD in route. Bus Bridge requested."
"2022-01-29T09:52:00.000-0800","(ref 0945) T101 completed track inspection into M16-1 an M20-1 and confirmed clear for ATO. S/A confirmed person reported wayside left the station."
"2022-01-29T09:46:00.000-0800","T109 A20-1 BPD hold A20-1 Welfare Check. (9)"
"2022-01-29T09:46:00.000-0800","(ref 0910) Ground24 confirmed hole in fence secure on the C1 Track at MP 1.3."
"2022-01-29T09:46:00.000-0800","(ref 0930) BPD released L10 to ATO."
"2022-01-29T09:45:00.000-0800","T325 M20-1 reported person coming up from the wayside gate and now on the platform. T101 will track inspect into M16-1."
"2022-01-29T09:31:00.000-0800","T505 issued road manual into L10-2 for a possible suicidal individual per BPD. (8)"
"2022-01-29T09:23:00.000-0800","T203 R40-1 BPD hold R40-1 for welfare check. (7)"
"2022-01-29T09:10:00.000-0800","(ref 0758) Grounds and BPD on scene making repairs from the outside, S Line now ATO."
"2022-01-29T09:10:00.000-0800","(ref 0857) [HENC-K]T203 K20-1 completed track inspection and confirmed hole in fence C1 Track at MP 1.3 near a encampment and reported a person wayside. All trains in road manual all tracks between K30-K20, BPD advised."
"2022-01-29T09:01:00.000-0800","COVID TPA."
"2022-01-29T08:57:00.000-0800","BPD reported a hole in fence from the train on the C1 Track at 27th and Northgate. BPD in route to monitor hole from the street level."
"2022-01-29T08:29:00.000-0800","COVID TPA."
"2022-01-29T08:24:00.000-0800","T301 K20-3 BPD hold K20-3 for mask violation. (6)"
"2022-01-29T08:04:00.000-0800","(ref 0748) T501 L30-2  confirmed clear nothing to report did not observe any persons on overpass, clear for ATO."
"2022-01-29T07:59:00.000-0800","(ref 0748) T500 L35 TM1 confirmed clear nothing to report."
"2022-01-29T07:58:00.000-0800","[HENC-S]T109 S2 Track traversing S15XL reported hole in the fence S2 Track at MP 27.6., all trains in road manual on the S1 & S2 Tracks between S15XL and S20, BPD advised. Homeless encampment reported on he S1 Track at MP 27.6 opposite side of hole. RFM completed."
"2022-01-29T07:57:00.000-0800","(ref 0748) T501 L20-1 issued road manual to depart for track inspection."
"2022-01-29T07:56:00.000-0800","T509 L30-2 issued road manual to depart to track inspect into L20-2 for a BPD report of a person on the center divide or overpass exact location unknown. T509 reported no persons identified on any overpass area appears clear for ATO."
"2022-01-29T07:54:00.000-0800","(ref 0749) T105 released ATO. (105) second delay."
"2022-01-29T07:54:00.000-0800","(ref 0753) T201 released ATO."
"2022-01-29T07:53:00.000-0800","T201 A90-2 BPD hold A90-2 for lodgers & mask violation. (5)"
"2022-01-29T07:51:00.000-0800","(ref 0748) T500 L30-1 issued road manual into L35 Storage to track inspect."
"2022-01-29T07:49:00.000-0800","T105 M16-1 BPD hold M30-1 for a disturbance. (4)"
"2022-01-29T07:48:00.000-0800","BPD reported person on the center divide or overpass, exact location unknown. Trains completing track inspection."
"2022-01-29T07:15:00.000-0800","OCC MGR authorized TVP's at M80 for vendors. AFC advised."
"2022-01-29T07:05:00.000-0800","Track1[Avalos] issued Cat B W/O's for the R65XL for CPUC Inspections. Speed Restrictions established and verified, Train holds and gate cancels."
"2022-01-29T06:53:00.000-0800","(ref 0646) T103 released ATO. (156) second delay."
"2022-01-29T06:48:00.000-0800","(ref 0631) T307 released ATO. (560) second delay."
"2022-01-29T06:46:00.000-0800","T103 approaching A60-2 BPD hold A50-2 for someone brandishing a knife. (3)"
"2022-01-29T06:38:00.000-0800","(ref 0634) T315 released ATO. (74) second delay."
"2022-01-29T06:34:00.000-0800","T315 K20-3 BPD hold K30-3 for a disturbance on board. (2)"
"2022-01-29T06:31:00.000-0800","T307 C88 BPD hold C70-2 for a person causing disturbance on board. (1)"
"2022-01-29T06:30:00.000-0800","Elevator Status Update & COVID TPA.[C30-ST-C70-ST]."
"2022-01-29T06:26:00.000-0800","T319 Y10-1 issued road manual to depart to complete track inspection on the Y1 Track in Y05XL(YL01 & YL02) for rail change, confirmed clear for ATO.(470) seconds late."
"2022-01-29T06:18:00.000-0800","T319 W37XL Gate E issued road manual into Y10-1 for track inspection for rail change and confirmed clear for ATO into Y10-1."
"2022-01-29T06:13:00.000-0800","T103 S50-1 No ATO doors, 311(c347)."
"2022-01-29T05:45:00.000-0800","T103 1st train track inspection for A78XL. 3 switches cranked and aligned for Straight thru movement."
"2022-01-29T05:41:00.000-0800","KYG DC04 open, K30-3 has no power. Electricians in route. ETA 5 minutes."
"2022-01-29T05:33:00.000-0800","W-Line Blanket released back to Central."
"2022-01-29T05:08:00.000-0800","C-Line Blanket released back to Central."
"2022-01-29T05:03:00.000-0800","A Line Blanket released back to Central. S-Line Blanket released back to Central."
"2022-01-29T04:51:00.000-0800","KMA substation will be offline and safe cleared. Fixed PL4's ad K30 on all platforms."
"2022-01-29T04:46:00.000-0800","M-Line, R-Line and L-Line Blankets released back to Central."
"2022-01-29T03:00:00.000-0800","E-Line Docs."
"2022-01-29T03:00:00.000-0800","Ventilation Report for 1/28/22."
"2022-01-29T02:48:00.000-0800","W-Line Blanket established. S-Line Blanket established."
